,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
2432,2532,2018_11_09_03_44,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,2.2966882454437823,-4.125566105800092,-4.393562548509855,-0.6727294921875,0.4362548828125,0.1185139973958333,
2433,2533,2018_11_09_03_45,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.845467220504192,1.8317400080056008,-7.867666714957977,-0.6978759765625,-0.1879313151041666,0.4602864583333333,
2434,2534,2018_11_09_03_46,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.816556743161436,1.9070326550616576,-7.863699145123306,-0.5924397786458333,-0.3824462890625,0.6683512369791667,
2435,2535,2018_11_09_03_47,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.639718973740201,2.2686683580738984,-7.8797319746360355,-0.6302815755208333,-0.3869140625,0.4483479817708333,
2436,2536,2018_11_09_03_48,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.703809168830439,2.7989999772803573,-7.666793197313926,-0.5191831683168316,-0.3687955966649296,0.5976989968733716,
2437,2537,2018_11_09_03_49,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.285387645154059,4.5300629917086725,-7.136658565098026,-0.5362630208333333,-0.3726969401041666,0.7015543619791667,
2438,2538,2018_11_09_03_50,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.244368954001112,4.171806013318413,-7.335734202182419,-0.7360107421875,-0.3628011067708333,0.5253824869791667,
2439,2539,2018_11_09_03_51,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,4.716376262933921,4.660824350727874,-6.772246180963043,-0.7304036458333333,-0.3797200520833333,0.3838623046875,
2440,2540,2018_11_09_03_52,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.2682288454087365,4.990551266461372,-6.84292739132137,-0.7246988932291667,-0.3720703125,0.41630859375,
2441,2541,2018_11_09_03_53,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,3.757531989854418,5.120334127715563,-6.996207253247468,-0.6049397786458334,-0.4215006510416667,0.6370768229166667,
2442,2542,2018_11_09_03_54,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,3.628794609357387,4.3130423290304325,-7.558509628523118,-0.6701253255208334,-0.4083902994791666,0.5789388020833334,
2443,2543,2018_11_09_03_55,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,0.0,3.6207787140632983,4.138709597422968,-7.643875238767517,-0.6517252604166667,-0.4052490234375,0.5834147135416666,
2444,2544,2018_11_09_03_56,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,4.0,1.0956998314865631,-5.079016132433375,-2.9974453524521216,-0.7452962239583333,0.2171549479166666,0.2355305989583333,
2445,2545,2018_11_09_03_57,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.6723336478073909,-10.258666304623215,-0.2451456032305713,-0.564208984375,0.7536946614583333,0.1909912109375,
2446,2546,2018_11_09_03_58,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.6670546218704366,-10.23411839010974,-0.2758707476958564,-0.5234212239583333,0.8146158854166666,0.1776448567708333,
2447,2547,2018_11_09_03_59,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.2792556164989924,-8.904323059244149,-0.7729155993975368,-0.6136800130208333,0.6096272786458333,0.1227457682291666,
2448,2548,2018_11_09_04_00,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,2.720386887483302,-3.8794620084042526,-4.685451378234881,-0.6514460656591975,0.6448589760291819,0.192059666492965,
2449,2549,2018_11_09_04_01,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.0827694412652491,-9.657995320593155,-0.2639403036273085,-0.5634521484375,0.7191731770833333,-0.039599609375,
2450,2550,2018_11_09_04_02,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.044792752354199,-9.704337652463613,-0.6419583968239084,-0.5558186848958333,0.4291422526041666,0.0799886067708333,
2451,2551,2018_11_09_04_03,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.5447814258395293,-9.584957450951858,-0.6638065067441232,-0.4038167317708333,-0.8833577473958333,0.0383951822916666,
2452,2552,2018_11_09_04_04,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.2592226029254196,-9.769066890033612,0.1781401367681976,-0.5106770833333333,0.407177734375,0.1218180338541666,
2453,2553,2018_11_09_04_05,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,4.0,0.2251836524942887,-9.73856157844344,-0.2725274507886906,-0.6838704427083333,0.3943277994791667,-0.2431315104166666,
2454,2554,2018_11_09_04_06,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.0363125061450167,-9.6496759012878,-0.579100570524078,-0.7732259114583333,0.5883219401041667,-0.2413655598958333,
2455,2555,2018_11_09_04_07,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.6544508809381856,-9.61707673169097,-0.7475660072911534,-0.7580891927083333,0.6100504557291667,-0.2263671875,
2456,2556,2018_11_09_04_08,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.2362725866692049,-9.615714726371808,-0.2099323639685318,-0.7555501302083333,0.6244466145833333,-0.1844889322916666,
2457,2557,2018_11_09_04_09,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.1368115256205042,-9.562374715238107,-0.9033725558016786,-0.8002360026041667,0.5756184895833333,-0.1551595052083333,
2458,2558,2018_11_09_04_10,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.8067038776512878,-2.86767994201008,3.818487632657447,-0.7892659505208334,0.2395426432291666,-0.2391276041666666,
2459,2559,2018_11_09_04_11,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.2950980958328107,-8.766724878465826,-0.1083463381980962,-0.7296362037519541,0.5717903204794164,-0.1497199062011464,
2460,2560,2018_11_09_04_12,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.2039238191642971,-9.6167728157247,-0.2126666264190269,-0.7626057942708333,0.6309407552083334,-0.1171142578125,
2461,2561,2018_11_09_04_13,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.3002967033201565,-9.605652631411,-0.4300541282625986,-0.6727457682291667,0.5606201171875,-0.13466796875,
2462,2562,2018_11_09_04_14,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.3810346542619257,-9.587196118421096,-1.0016302173270424,-0.7572591145833333,-0.023193359375,0.355908203125,
2463,2563,2018_11_09_04_15,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.9346738378426432,-9.386047721768309,-1.6824652755097298,-0.5924560546875,0.7221923828125,-0.1557779947916666,
2464,2564,2018_11_09_04_16,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,1.97416273872532,-9.300583326539767,-1.0592331771131047,-0.5274088541666667,0.8380777994791667,-0.0657063802083333,
2465,2565,2018_11_09_04_17,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.5524278589914887,-9.58694401830907,-0.1810035221906489,-0.4676188151041666,0.8341878255208334,0.0629150390625,
2466,2566,2018_11_09_04_18,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.2268254603331088,-8.259059712089657,1.174054140555734,-0.76630859375,0.1169921875,-0.0522135416666666,
2467,2567,2018_11_09_04_19,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.1995105553317283,-9.7426485716284,0.0747983757856737,-0.9329508463541668,-0.2356363932291666,-0.2483317057291666,
2468,2568,2018_11_09_04_20,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,-0.144400123862374,-9.84247475599105,-0.2634949009292273,-0.71865234375,0.1722493489583333,-0.0266764322916666,
2469,2569,2018_11_09_04_21,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,-0.1365647286991597,-10.216186071612874,-0.6320471145093007,-0.56650390625,0.3601236979166666,0.0544189453125,
2470,2570,2018_11_09_04_22,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.787436174291319,-9.851435856638677,-0.4142981623133904,-0.6097005208333334,0.7541910807291666,0.0090006510416666,
2471,2571,2018_11_09_04_23,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,-0.7498543185400908,-9.838954471851071,-0.8351916584205483,-0.566750260552371,0.3081276055237102,0.0518336373110995,
2472,2572,2018_11_09_04_24,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.3170710057465842,-9.532864088857814,-0.7661297889115359,-0.5540690104166667,-0.7072672526041667,-0.121337890625,
2473,2573,2018_11_09_04_25,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.4526155215971992,-9.576485127435614,-0.4639188048679167,-0.4743245442708333,-0.5485107421875,0.1147705078125,
2474,2574,2018_11_09_04_26,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.5374823315041464,-9.466510010526289,-1.0401733893717808,-0.4944254557291667,-0.0060465494791666,0.1234944661458333,
2475,2575,2018_11_09_04_27,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.4941159266743569,-9.482365905431156,-1.0322561701164614,-0.4052083333333333,0.304736328125,0.1592447916666666,
2476,2576,2018_11_09_04_28,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.1473695659190373,-9.567634810078394,-0.8173196006727889,-0.5022298177083333,0.4488444010416667,0.0431966145833333,
2477,2577,2018_11_09_04_29,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.911273916251178,-9.482465037569952,-1.1310565349758113,-0.5952555338541666,-0.0458658854166666,-0.01787109375,
2478,2578,2018_11_09_04_30,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.6127884215129875,-9.40526603337065,-1.1649989679585644,-0.5556803385416667,-0.34921875,0.2671468098958333,
2479,2579,2018_11_09_04_31,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.710323320549047,-9.381517053527435,-0.9832809259860016,-0.4603841145833333,0.7232503255208333,0.1484049479166666,
2480,2580,2018_11_09_04_32,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.9075406526418808,-9.288998389585636,-1.761972908755319,-0.6256591796875,0.4580322265625,0.125048828125,
2481,2581,2018_11_09_04_33,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.0209648180651754,-9.564487237625976,-0.5490456754540881,-0.677880859375,-0.1257080078125,0.125537109375,
2482,2582,2018_11_09_04_34,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.239480636146475,-9.5622296836618,-1.2477101876147805,-0.4389656070870245,0.8403709614382491,0.1208393043251693,
2483,2583,2018_11_09_04_35,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,-0.386292246116462,-10.140709655498329,-0.8110968229722842,-0.5355712890625,0.7765706380208334,0.0481119791666666,
2484,2584,2018_11_09_04_36,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,-0.3724257160807398,-3.388492489633256,2.962896982511868,-0.6557047526041667,0.3002115885416667,-0.0196614583333333,
2485,2585,2018_11_09_04_37,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,1.4248636910416572,3.358295513291704,8.518833626987679,-0.7942220052083333,-0.0717529296875,-0.0050944010416666,
2486,2586,2018_11_09_04_38,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,3.794096543223156,-4.792518813237966,0.6241184992447971,-0.4160725911458333,0.6631429036458333,0.0471354166666666,
2487,2587,2018_11_09_04_39,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.759366212038066,-5.549435011086257,-5.201979571108605,-0.0002278645833333,0.7964436848958333,0.1689615885416666,
2488,2588,2018_11_09_04_40,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.931572856886876,-5.783233156382965,-5.731473652183639,-0.0406819661458333,0.9867106119791668,0.089794921875,
2489,2589,2018_11_09_04_41,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.647412432866747,-4.260660300916341,-5.886118139309638,-0.377001953125,0.7149332682291667,0.2437093098958333,
2490,2590,2018_11_09_04_42,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.747689998410418,-3.0598567610302334,-6.228236811661776,-0.3555257161458333,0.7159098307291667,0.291748046875,
2491,2591,2018_11_09_04_43,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.0697497438467228,-9.621233006330542,-0.5627708635072265,-0.5411458333333333,0.6466634114583333,-0.024169921875,
2492,2592,2018_11_09_04_44,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,1.3172399028459143,-9.447884659910445,-0.6027315609454091,-0.1068359375,0.9750813802083332,0.0577311197916666,
2493,2593,2018_11_09_04_45,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.379956855207838,-9.614907707726768,-0.64510061916243,-0.5558803413236061,0.6425872850442939,-0.0001302761855132,
2494,2594,2018_11_09_04_46,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.1829942239806269,-9.586324750727876,0.0602397739624861,-0.5399739583333333,0.6239420572916666,0.2234700520833333,
2495,2595,2018_11_09_04_47,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,3.5541589381245218,-2.8188494868353824,-5.873447300799535,-0.6554280598958333,0.5067220052083333,-0.129833984375,
2496,2596,2018_11_09_04_48,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.677990741778277,-9.651785921836554,0.131382168233483,-0.09111328125,0.8714762369791667,0.45341796875,
2497,2597,2018_11_09_04_49,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.739524136150392,-9.584305916293404,-0.2943058160464747,0.0053466796875,0.8929850260416666,0.420068359375,
2498,2598,2018_11_09_04_50,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.582170600833838,-4.6964312291131645,3.954630394190592,-0.5594645182291667,0.0912760416666666,0.0855550130208333,
2499,2599,2018_11_09_04_51,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,3.8422754749272063,-3.800011013937296,-4.068216562950164,-0.4755045572916667,0.5710856119791666,0.05634765625,
2500,2600,2018_11_09_04_52,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,7.610952697592359,1.5483621736063835,-5.260067769434492,-0.4037353515625,0.1459228515625,0.3870686848958333,
2501,2601,2018_11_09_04_53,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,7.595212069092954,0.7082735120089537,-5.653623029563285,-0.447998046875,0.1900797526041666,0.4555013020833333,
2502,2602,2018_11_09_04_54,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,7.855988097929473,1.0357822835954127,-5.206352361555703,-0.6101806640625,0.210546875,0.6251220703125,
2503,2603,2018_11_09_04_55,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,7.620677032698749,1.432260773628221,-5.513247348656199,-0.0919677734375,-0.9438557942708332,0.0864095052083333,
2504,2604,2018_11_09_04_56,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,7.678406050223986,1.4282632722284558,-5.44053381914894,-0.16259765625,-0.519189453125,0.3081868489583333,
2505,2605,2018_11_09_04_57,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.669939109791613,-2.353804816037316,-3.365151011075516,-0.4115750390828556,0.7202726029181865,0.3886952840020844,
2506,2606,2018_11_09_04_58,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.6541774076251962,-9.628176365341542,0.3120518741556554,-0.7224283854166667,0.6192138671875,0.1331461588541666,
2507,2607,2018_11_09_04_59,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.1841765817961914,-9.722485880851096,-0.201795277305317,-0.1545817057291666,0.9224853515625,0.2947021484375,
2508,2608,2018_11_09_05_00,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.1937453415767078,-9.7112575400784,-0.083519571259406,-0.782666015625,0.4939290364583333,0.0612874348958333,
2509,2609,2018_11_09_05_01,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,1.1496860036699912,-9.76670741473684,-0.683702760566069,-0.5483723958333333,0.7439860026041667,-0.07685546875,
2510,2610,2018_11_09_05_02,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.6787789713150038,-9.806127395201576,-0.0772914236780515,-0.5343424479166666,0.6005289713541667,-0.0735270182291666,
2511,2611,2018_11_09_05_03,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,1.4648063822142336,-8.062472916041397,-1.2848994239720606,-0.4142985026041667,0.8603597005208333,0.0413655598958333,
2512,2612,2018_11_09_05_04,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.568439791195408,-3.051931530716686,-5.313662560514272,-0.4529541015625,0.5899251302083334,0.03486328125,
2513,2613,2018_11_09_05_05,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,2.4096640814918877,-7.662295861759153,-1.6945670136112068,-0.6063557942708333,0.6188557942708334,-0.1572998046875,
2514,2614,2018_11_09_05_06,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,3.3515847941877883,1.931018862155988,-0.6624686432085611,-0.7092529296875,0.0592366536458333,-0.1756429036458333,
2515,2615,2018_11_09_05_07,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.1958151339423296,5.174588376147813,8.528922696808513,-0.7376546223958333,-0.4746175130208333,-0.472021484375,
2516,2616,2018_11_09_05_08,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,4.0,0.303255721275209,-0.7160311213430298,5.241766972916637,-0.6178022407503908,0.0962171052631579,-0.2729856044815008,
2517,2617,2018_11_09_05_09,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.3906355901739083,-9.707155501119807,-0.283787967992888,-0.3048258463541666,0.9432698567708332,0.0636800130208333,
2518,2618,2018_11_09_05_10,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,1.508950313790926,-9.303339616222283,-1.4330691248924956,-0.47373046875,0.6872639973958333,-0.0643473307291666,
2519,2619,2018_11_09_05_11,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.4657245126385234,-9.523566200112011,-1.173613279568866,-0.6378173828125,-0.101123046875,-0.3937581380208333,
2520,2620,2018_11_09_05_12,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.3014656515412091,-9.728915140643894,-1.0524286083048735,-0.3470784505208333,0.8158447265625,-0.0883626302083333,
2521,2621,2018_11_09_05_13,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.5820510781847704,-9.761865515957451,0.0705163424379621,-0.1200602213541666,0.85703125,-0.2250244140625,
2522,2622,2018_11_09_05_14,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.3268152337854426,-9.789633397480406,0.3040864077357217,-0.1390869140625,0.5038167317708333,-0.5996988932291667,
2523,2623,2018_11_09_05_15,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.4206073517866736,-9.694929783762609,-0.3421630690375138,-0.6651285807291667,0.5601725260416667,-0.1287923177083333,
2524,2624,2018_11_09_05_16,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,0.3266007484234042,-9.751701525195957,-0.631990154619541,-0.84267578125,0.4547688802083333,-0.00595703125,
2525,2625,2018_11_09_05_17,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.1508990487433367,-9.555519236170186,2.020919358823631,-0.6046223958333333,0.1673177083333333,0.3596761067708333,
2526,2626,2018_11_09_05_18,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.0139089160869952,-9.664420741311671,-0.1581488275984309,-0.7067545572916667,0.2434000651041666,-0.1069010416666666,
2527,2627,2018_11_09_05_19,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.3040113633992153,-7.870693694609421,0.2577116422972604,-0.3798039343408025,0.7111369854090672,0.1055399947889525,
2528,2628,2018_11_09_05_20,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,3.935764569450152,-4.04660570722844,-6.87214580933976,-0.4772705078125,0.6660074869791667,0.2580729166666666,
2529,2629,2018_11_09_05_21,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,2.3898825209102976,-4.345666469004475,-2.487214986055992,-0.4293538411458333,0.5876627604166667,-0.3387858072916667,
2530,2630,2018_11_09_05_22,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.1548256271550972,-9.587622426315829,-0.3364335767838744,-0.8334228515625,0.4638102213541666,0.0144368489583333,
2531,2631,2018_11_09_05_23,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.6931012847935056,-8.226369899008965,1.034368869337064,-0.8503499348958333,0.3552164713541667,0.01484375,
2532,2632,2018_11_09_05_24,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.8248500955645951,-9.591282094005614,-0.4676546579585435,-0.9012776692708332,0.3544921875,0.0145345052083333,
2533,2633,2018_11_09_05_25,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.6039930116256436,-9.696020945464715,0.3874625393513445,-0.7626383463541667,0.5035237630208333,0.0434733072916666,
2534,2634,2018_11_09_05_26,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.3321461945467784,-9.5087634088515,-0.700486383509241,-0.333251953125,0.9274739583333332,0.1200113932291666,
2535,2635,2018_11_09_05_27,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.858025058915677,-4.820292177900344,-3.642265835208287,-0.5710123697916667,0.6670328776041666,0.2138020833333333,
2536,2636,2018_11_09_05_28,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,2.2547937481988765,3.6676703621010174,-7.575526333538625,-0.5463704427083333,0.4884358723958333,0.4545328776041666,
2537,2637,2018_11_09_05_29,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.336130288304411,0.224476170819138,-7.712860452993859,-0.5161702473958333,0.4701009114583333,0.5596516927083334,
2538,2638,2018_11_09_05_30,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.976893797704357,0.329579423840984,-7.9686098139977615,-0.5902750651041667,0.6149820963541667,0.4503092447916667,
2539,2639,2018_11_09_05_31,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.97989659804031,0.3359308955403132,-7.968958308566624,-0.5627931214174049,0.5967056409588327,0.5477217952058364,
2540,2640,2018_11_09_05_32,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.824213193669453,0.281061842853222,-8.061684334397768,-0.0931396484375,-0.4123779296875,0.3045735677083333,
2541,2641,2018_11_09_05_33,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.308242676707728,0.358985475969765,-7.747281484378522,-0.1394449869791666,0.7761474609375,0.4329752604166667,
2542,2642,2018_11_09_05_34,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.717073370996637,0.3546448125755872,-8.125359029731227,-0.7388916015625,-0.060986328125,0.2472819010416666,
2543,2643,2018_11_09_05_35,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.75727753240067,0.3346523226133174,-8.09919657548967,-0.4806070963541666,0.1434488932291666,0.7956298828125,
2544,2644,2018_11_09_05_36,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.889335039227751,1.205932725148292,-7.916494813150527,-0.6320963541666667,0.3650309244791667,0.481982421875,
2545,2645,2018_11_09_05_37,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.261184471052644,1.544737296670439,-7.656317895968631,-0.292431640625,0.7678955078125,0.1391927083333333,
2546,2646,2018_11_09_05_38,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.188425455375132,1.500209958734595,-7.70449680817469,-0.2296875,0.7886637369791667,0.288427734375,
2547,2647,2018_11_09_05_39,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.279893207278844,1.4064768656774982,-7.667514012989925,0.0676513671875,0.9046956380208332,0.4048421223958333,
2548,2648,2018_11_09_05_40,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.29334413868982,1.379028004199338,-7.665875874804034,0.0612955729166666,0.9054524739583332,0.399951171875,
2549,2649,2018_11_09_05_41,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,5.055476296808509,1.391626372446818,-7.807334871556541,-0.2997233072916667,0.7445149739583333,0.305078125,
2550,2650,2018_11_09_05_42,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.813623060930498,1.371077711748889,-7.95740862068387,-0.8554097186034393,0.3808135747785305,0.0135568655549765,
2551,2651,2018_11_09_05_43,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,4.694519168942364,1.3084024729714654,-8.038560072747616,-0.73876953125,-0.1375,0.1021158854166666,
2552,2652,2018_11_09_05_44,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,2.0,4.823439791825307,1.3455360283034763,-7.943721229283283,-0.7075520833333333,0.3205078125,0.1555338541666666,
2553,2653,2018_11_09_05_45,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.1572987868437847,-5.36222094553192,2.694164591351968,-0.7381754557291667,-0.1021402994791666,-0.0551350911458333,
2554,2654,2018_11_09_05_46,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.0351989200571912,-9.60677249619474,-0.0764610375986006,-0.2792399088541666,0.8119466145833333,0.0707682291666666,
2555,2655,2018_11_09_05_47,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.7980296801119328,-9.60598266767508,-1.0537230315773134,-0.5045247395833333,0.3025716145833333,-0.0112467447916666,
2556,2656,2018_11_09_05_48,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.4100331820997766,-9.65516138868984,-0.2788092054120941,-0.364306640625,0.7132405598958333,0.019140625,
2557,2657,2018_11_09_05_49,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.2906609132119813,-9.551519066293382,-1.193520245685332,-0.3523518880208333,0.8438232421875,0.189111328125,
2558,2658,2018_11_09_05_50,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.1475009215520706,-9.6666497932811,-0.0376195242206039,-0.53037109375,0.7431559244791667,0.1764404296875,
2559,2659,2018_11_09_05_51,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-1.2058036308353883,-9.672671489081765,-0.2355795261019035,-0.5644449869791667,0.5354899088541667,0.3156087239583333,
2560,2660,2018_11_09_05_52,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,-0.2301275609790593,-9.570672653113116,-0.9322814922992688,-0.4576985677083333,0.601171875,0.0632080078125,
2561,2661,2018_11_09_05_53,meal,3.0,1.0,,0.0,,,workplace,6.0,5.0,3.0,0.3283032327101904,-7.0502618239193655,2.3471742617914315,-0.7325032552083334,0.3152099609375,-0.1212239583333333,
